Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
DÉCEMBRE 2016;49183;Val d’Erdre-Auxence;49108;Cornuaille (La);;;VAL D ERDRE AUXENCE;LA CORNUAILLE;;;;LA CORNUAILLE;;
DÉCEMBRE 2016;49200;Longuenée-en-Anjou;49242;Plessis-Macé (Le);;;LONGUENEE EN ANJOU;LE PLESSIS MACE;;;;LE PLESSIS MACE;;
OCTOBRE 2017;49228;Noyant-Villages;49013;Auverse;;;NOYANT VILLAGES;AUVERSE;;;;AUVERSE;;
OCTOBRE 2017;49228;Noyant-Villages;49087;Chavaignes;;;NOYANT VILLAGES;CHAVAIGNES;;;;CHAVAIGNES;;
OCTOBRE 2017;49228;Noyant-Villages;49173;Lasse;;;NOYANT VILLAGES;LASSE;;;;LASSE;;
OCTOBRE 2017;49228;Noyant-Villages;49175;Linières-Bouton;;;NOYANT VILLAGES;LINIERES BOUTON;;;;LINIERES BOUTON;;
DÉCEMBRE 2016;49244;Mauges-sur-Loire;49244;Pommeraye (La);;;MAUGES SUR LOIRE;LA POMMERAYE;;;;LA POMMERAYE;;
DÉCEMBRE 2016;49248;Ombrée d'Anjou;49250;Prévière (La);;;OMBREE D ANJOU;LA PREVIERE;;;;LA PREVIERE;;
DÉCEMBRE 2017;49261;Gennes-Val-de-Loire;49149;Gennes-Val de Loire;;;GENNES VAL DE LOIRE;CHENEHUTTE LES TUFFEAUX;;;;GENNES VAL DE LOIRE;CHENEHUTTE TREVES CUNAULT;
DÉCEMBRE 2017;49261;Gennes-Val-de-Loire;49149;Gennes-Val de Loire;;;GENNES VAL DE LOIRE;ST GEORGES DES SEPT VOIES;;;;GENNES VAL DE LOIRE;ST GEORGES DES SEPT VOIES;
DÉCEMBRE 2016;49292;Val-du-Layon;49292;Saint-Lambert-du-Lattay;;;VAL DU LAYON;ST LAMBERT DU LATTAY;;;;ST LAMBERT DU LATTAY;;
DÉCEMBRE 2016;49307;Loire-Authion;49019;Bauné;;;LOIRE AUTHION;BAUNE;;;;BAUNE;;
DÉCEMBRE 2016;49307;Loire-Authion;49042;Brain-sur-l'Authion;;;LOIRE AUTHION;BRAIN SUR L AUTHION;;;;BRAIN SUR L AUTHION;;
DÉCEMBRE 2016;49307;Loire-Authion;49106;Corné;;;LOIRE AUTHION;CORNE;;;;CORNE;;
DÉCEMBRE 2016;49323;Verrières-en-Anjou;49238;Pellouailles-les-Vignes;;;VERRIERES EN ANJOU;PELLOUAILLES LES VIGNES;;;;PELLOUAILLES LES VIGNES;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49077;Chapelle-sur-Oudon (La);;;SEGRE EN ANJOU BLEU;LA CHAPELLE SUR OUDON;;;;LA CHAPELLE SUR OUDON;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49229;Noyant-la-Gravoyère;;;SEGRE EN ANJOU BLEU;NOYANT LA GRAVOYERE;;;;NOYANT LA GRAVOYERE;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49233;Nyoiseau;;;SEGRE EN ANJOU BLEU;NYOISEAU;;;;NYOISEAU;;
DÉCEMBRE 2016;49345;Bellevigne-en-Layon;49345;Thouarcé;;;BELLEVIGNE EN LAYON;THOUARCE;;;;THOUARCE;;
FÉVRIER 2016;49367;Erdre-en-Anjou;49148;Gené;;;ERDRE EN ANJOU;GENE;;;;GENE;;
DÉCEMBRE 2016;50041;Hague (La);50220;Gréville-Hague;;;LA HAGUE;GREVILLE HAGUE;;;;GREVILLE HAGUE;;
FÉVRIER 2016;50082;Bricquebec-en-Cotentin;50082;Bricquebec;;;BRICQUEBEC EN COTENTIN;BRICQUEBEC;;;;BRICQUEBEC;;
FÉVRIER 2016;50082;Bricquebec-en-Cotentin;50614;Valdécie (Le);;;BRICQUEBEC EN COTENTIN;LE VALDECIE;;;;LE VALDECIE;;
FÉVRIER 2016;50099;Carentan les Marais *;50010;Angoville-au-Plain;;;CARENTAN LES MARAIS;ANGOVILLE AU PLAIN;;;;ANGOVILLE AU PLAIN;;
FÉVRIER 2016;50099;Carentan les Marais *;50249;Houesville;;;CARENTAN LES MARAIS;HOUESVILLE;;;;HOUESVILLE;;
DÉCEMBRE 2016;50099;Carentan les Marais *;50099;Carentan-les-Marais;;;CARENTAN LES MARAIS;ANGOVILLE AU PLAIN;;;;CARENTAN LES MARAIS;ANGOVILLE AU PLAIN;
DÉCEMBRE 2016;50099;Carentan les Marais *;50099;Carentan-les-Marais;;;CARENTAN LES MARAIS;HOUESVILLE;;;;CARENTAN LES MARAIS;HOUESVILLE;
OCTOBRE 2019;50099;Carentan-les-Marais;50099;Carentan-les-Marais;;;CARENTAN LES MARAIS;BREVANDS;;;;CARENTAN LES MARAIS;BREVANDS;
OCTOBRE 2019;50099;Carentan-les-Marais;50485;Saint-Hilaire-Petitville;;;CARENTAN LES MARAIS;ST HILAIRE PETITVILLE;;;;ST HILAIRE PETITVILLE;;
DÉCEMBRE 2016;50115;Grippon (Le);50114;Chambres (Les);;;LE GRIPPON;LES CHAMBRES;;;;LES CHAMBRES;;
MARS 2016;50129;Cherbourg-en-Cotentin;50416;Querqueville;;;CHERBOURG EN COTENTIN;QUERQUEVILLE;;;;QUERQUEVILLE;;
MARS 2016;50129;Cherbourg-en-Cotentin;50602;Tourlaville;;;CHERBOURG EN COTENTIN;TOURLAVILLE;;;;TOURLAVILLE;;
DÉCEMBRE 2016;50139;Condé-sur-Vire;50608;Troisgots;;;CONDE SUR VIRE;TROISGOTS;;;;TROISGOTS;;
FÉVRIER 2016;50168;Ducey-Les Chéris;50132;Chéris (Les);;;DUCEY LES CHERIS;LES CHERIS;;;;LES CHERIS;;
JUILLET 2019;50197;Gavray-sur-Sienne;50197;Gavray;;;GAVRAY SUR SIENNE;LE MESNIL HUE;;;;GAVRAY;LE MESNIL HUE;
JUILLET 2019;50197;Gavray-sur-Sienne;50301;Mesnil-Amand (Le);;;GAVRAY SUR SIENNE;LE MESNIL AMAND;;;;LE MESNIL AMAND;;
OCTOBRE 2019;50215;Gouville-sur-Mer;50014;Anneville-sur-Mer;;;GOUVILLE SUR MER;ANNEVILLE SUR MER;;;;ANNEVILLE SUR MER;;
FÉVRIER 2016;50236;Haye (La);50063;Bolleville;;;LA HAYE;BOLLEVILLE;;;;BOLLEVILLE;;
FÉVRIER 2016;50236;Haye (La);50544;Saint-Rémy-des-Landes;;;LA HAYE;ST REMY DES LANDES;;;;ST REMY DES LANDES;;
FÉVRIER 2016;50236;Haye (La);50586;Surville;;;LA HAYE;SURVILLE;;;;SURVILLE;;
DÉCEMBRE 2016;50239;Thèreval;50239;Hébécrevon;;;THEREVAL;HEBECREVON;;;;HEBECREVON;;
DÉCEMBRE 2016;50260;Juvigny les Vallées;50260;Juvigny-le-Tertre;;;JUVIGNY LES VALLEES;JUVIGNY LE TERTRE;;;;JUVIGNY LE TERTRE;;
FÉVRIER 2016;50267;Lessay;50267;Lessay;;;LESSAY;;;;;LESSAY;;
DÉCEMBRE 2016;50273;Montsenelle;50136;Coigny;;;MONTSENELLE;COIGNY;;;;COIGNY;;
FÉVRIER 2016;50292;Marigny-Le-Lozon;50280;Lozon;;;MARIGNY LE LOZON;LOZON;;;;LOZON;;
FÉVRIER 2016;50363;Moyon Villages;50134;Chevry;;;MOYON VILLAGES;CHEVRY;;;;CHEVRY;;
FÉVRIER 2016;50388;Orval sur Sienne;50339;Montchaton;;;ORVAL SUR SIENNE;MONTCHATON;;;;MONTCHATON;;
DÉCEMBRE 2016;50391;Grandparigny;50133;Chèvreville;;;GRANDPARIGNY;CHEVREVILLE;;;;CHEVREVILLE;;
FÉVRIER 2016;50400;Picauville *;50212;Gourbesville;;;PICAUVILLE;GOURBESVILLE;;;;GOURBESVILLE;;
DÉCEMBRE 2016;50400;Picauville;50333;Moitiers-en-Bauptois (Les);;;PICAUVILLE;LES MOITIERS EN BAUPTOIS;;;;LES MOITIERS EN BAUPTOIS;;
FÉVRIER 2016;50410;Pontorson;50284;Macey;;;PONTORSON;MACEY;;;;MACEY;;
FÉVRIER 2016;50410;Pontorson;50410;Pontorson;;;PONTORSON;BOUCEY;;;;PONTORSON;BOUCEY;
FÉVRIER 2016;50410;Pontorson;50410;Pontorson;;;PONTORSON;CORMERAY;;;;PONTORSON;CORMERAY;
JUILLET 2019;50412;Port-Bail-sur-Mer;50160;Denneville;;;PORT BAIL SUR MER;DENNEVILLE;;;;DENNEVILLE;;
JUILLET 2019;50412;Port-Bail-sur-Mer;50412;Portbail;;;PORT BAIL SUR MER;PORTBAIL;;;;PORTBAIL;;
DÉCEMBRE 2016;50444;Saint-Amand-Villages;50444;Saint-Amand;;;ST AMAND VILLAGES;ST SYMPHORIEN LES BUTTES;;;;ST AMAND;ST SYMPHORIEN LES BUTTES;
DÉCEMBRE 2016;50487;Saint-James;50627;Vergoncey;;;ST JAMES;VERGONCEY;;;;VERGONCEY;;
FÉVRIER 2016;50492;Saint-Jean-d'Elle;50492;Saint-Jean-des-Baisants;;;ST JEAN D ELLE;ST JEAN DES BAISANTS;;;;ST JEAN DES BAISANTS;;
JUILLET 2019;50523;Sainte-Mère-Église;50523;Sainte-Mère-Église;;;STE MERE EGLISE;;;;;STE MERE EGLISE;;
DÉCEMBRE 2016;50546;Bourgvallées *;50546;Saint-Samson-de-Bonfossé;;;BOURGVALLEES;ST SAMSON DE BONFOSSE;;;;ST SAMSON DE BONFOSSE;;
JUILLET 2019;50546;Bourgvallées;50546;Bourgvallées;;;BOURGVALLEES;ST ROMPHAIRE;;;;BOURGVALLEES;ST ROMPHAIRE;
JUILLET 2019;50546;Bourgvallées;50546;Bourgvallées;;;BOURGVALLEES;ST SAMSON DE BONFOSSE;;;;BOURGVALLEES;ST SAMSON DE BONFOSSE;
JUILLET 2019;50550;Saint-Sauveur-Villages;50007;Ancteville;;;ST SAUVEUR VILLAGES;ANCTEVILLE;;;;ANCTEVILLE;;
JUILLET 2019;50550;Saint-Sauveur-Villages;50438;Ronde-Haye (La);;;ST SAUVEUR VILLAGES;LA RONDE HAYE;;;;LA RONDE HAYE;;
FÉVRIER 2016;50565;Sartilly-Baie-Bocage;50355;Montviron;;;SARTILLY BAIE BOCAGE;MONTVIRON;;;;MONTVIRON;;
FÉVRIER 2016;50591;Teilleul (Le);50508;Sainte-Marie-du-Bois;;;LE TEILLEUL;STE MARIE DU BOIS;;;;STE MARIE DU BOIS;;
DÉCEMBRE 2018;50592;Tessy-Bocage;14513;Pont-Farcy;;;TESSY BOCAGE;PLEINE ŒUVRES;;;;PONT FARCY;PLEINE ŒUVRES;
DÉCEMBRE 2018;50592;Tessy-Bocage;14513;Pont-Farcy;;;TESSY BOCAGE;PONT FARCY;;;;PONT FARCY;;
DÉCEMBRE 2018;50597;Tirepied-sur-Sée;50597;Tirepied;;;TIREPIED SUR SEE;TIREPIED;;;;TIREPIED;;
FÉVRIER 2016;50601;Torigny-les-Villes;50202;Giéville;;;TORIGNY LES VILLES;GIEVILLE;;;;GIEVILLE;;
FÉVRIER 2016;50601;Torigny-les-Villes;50224;Guilberville;;;TORIGNY LES VILLES;GUILBERVILLE;;;;GUILBERVILLE;;
FÉVRIER 2016;51030;Ay-Champagne;51347;Mareuil-sur-Ay;;;AY CHAMPAGNE;MAREUIL SUR AY;;;;MAREUIL SUR AY;;
DÉCEMBRE 2016;51564;Val de Livre;51564;Tauxières-Mutry;;;VAL DE LIVRE;TAUXIERES MUTRY;;;;TAUXIERES MUTRY;;
MAI 2018;51612;Blancs-Coteaux;51411;Oger;;;BLANCS COTEAUX;OGER;;;;OGER;;
MAI 2018;51612;Blancs-Coteaux;51612;Vertus;;;BLANCS COTEAUX;VERTUS;;;;VERTUS;;
DÉCEMBRE 2018;52064;Bourmont-entre-Meuse-et-Mouzon;52064;Bourmont-entre-Meuse-et-Mouzon;;;BOURMONT ENTRE MEUSE ET MOUZON;NIJON;;;;BOURMONT ENTRE MEUSE ET MOUZON;NIJON;
OCTOBRE 2017;52140;Colombey-les-Deux-Églises;52140;Colombey-les-Deux-Églises;;;COLOMBEY LES DEUX EGLISES;ARGENTOLLES;;;;COLOMBEY LES DEUX EGLISES;ARGENTOLLES;
OCTOBRE 2017;52140;Colombey-les-Deux-Églises;52140;Colombey-les-Deux-Églises;;;COLOMBEY LES DEUX EGLISES;PRATZ;;;;COLOMBEY LES DEUX EGLISES;PRATZ;
FÉVRIER 2016;52331;Porte du Der (La);52427;Robert-Magny;;;LA PORTE DU DER;ROBERT MAGNY;;;;ROBERT MAGNY;;
FÉVRIER 2016;52449;Saints-Geosmes;52449;Saints-Geosmes;;;SAINTS GEOSMES;;;;;SAINTS GEOSMES;;
FÉVRIER 2016;52529;Villegusien-le-Lac;52529;Villegusien-le-Lac;;;VILLEGUSIEN LE LAC;PIEPAPE;;;;VILLEGUSIEN LE LAC;PIEPAPE;
DÉCEMBRE 2018;53029;Bierné-les-Villages;53029;Bierné;;;BIERNE LES VILLAGES;BIERNE;;;;BIERNE;;
DÉCEMBRE 2018;53062;Château-Gontier-sur-Mayenne;53014;Azé;;;CHATEAU GONTIER SUR MAYENNE;AZE;;;;AZE;;
FÉVRIER 2016;53185;Pré-en-Pail-Saint-Samson;53185;Pré-en-Pail;;;PRE EN PAIL ST SAMSON;PRE EN PAIL;;;;PRE EN PAIL;;
FÉVRIER 2016;53255;Sainte-Suzanne-et-Chammes;53255;Sainte-Suzanne;;;STE SUZANNE ET CHAMMES;STE SUZANNE;;;;STE SUZANNE;;
JUILLET 2019;55150;Demange-Baudignécourt;55030;Baudignécourt;;;DEMANGE BAUDIGNECOURT;BAUDIGNECOURT;;;;BAUDIGNECOURT;;
DÉCEMBRE 2016;56033;Carentoir;56033;Carentoir;;;CARENTOIR;;;;;CARENTOIR;;
DÉCEMBRE 2016;56061;Gacilly (La);56061;Gacilly (La);;;LA GACILLY;;;;;LA GACILLY;;
DÉCEMBRE 2016;56061;Gacilly (La);56064;Glénac;;;LA GACILLY;GLENAC;;;;GLENAC;;
JUILLET 2019;56165;Ploërmel;56165;Ploërmel;;;PLOERMEL;;;;;PLOERMEL;;
DÉCEMBRE 2016;60196;Drenne (La);60532;Ressons-l'Abbaye;;;LA DRENNE;RESSONS L ABBAYE;;;;RESSONS L ABBAYE;;
DÉCEMBRE 2018;60209;La  Corne en Vexin;60300;Hardivillers-en-Vexin;;;LA CORNE EN VEXIN;HARDIVILLERS EN VEXIN;;;;HARDIVILLERS EN VEXIN;;
DÉCEMBRE 2017;60644;Trie-Château;60644;Trie-Château;;;TRIE CHATEAU;;;;;TRIE CHATEAU;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61007;Athis-de-l'Orne;;;ATHIS VAL DE ROUVRE;ATHIS DE L ORNE;;;;ATHIS DE L ORNE;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61478;Taillebois;;;ATHIS VAL DE ROUVRE;TAILLEBOIS;;;;TAILLEBOIS;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61489;Tourailles (Les);;;ATHIS VAL DE ROUVRE;LES TOURAILLES;;;;LES TOURAILLES;;
DÉCEMBRE 2016;61050;Cour-Maugis sur Huisne;61430;Saint-Maurice-sur-Huisne;;;COUR MAUGIS SUR HUISNE;ST MAURICE SUR HUISNE;;;;ST MAURICE SUR HUISNE;;
FÉVRIER 2016;61081;Chailloué;61306;Neuville-près-Sées;;;CHAILLOUE;NEUVILLE PRES SEES;;;;NEUVILLE PRES SEES;;
DÉCEMBRE 2016;61096;Rives d'Andaine;61096;Chapelle-d'Andaine (La);;;RIVES D ANDAINE;LA CHAPELLE D ANDAINE;;;;LA CHAPELLE D ANDAINE;;
DÉCEMBRE 2016;61096;Rives d'Andaine;61186;Geneslay;;;RIVES D ANDAINE;GENESLAY;;;;GENESLAY;;
DÉCEMBRE 2016;61096;Rives d'Andaine;61200;Haleine;;;RIVES D ANDAINE;HALEINE;;;;HALEINE;;
DÉCEMBRE 2016;61116;Sablons sur Huisne;61115;Condeau;;;SABLONS SUR HUISNE;CONDEAU;;;;CONDEAU;;
FÉVRIER 2016;61153;Écouché-les-Vallées *;61470;Serans;;;ECOUCHE LES VALLEES;SERANS;;;;SERANS;;
MAI 2018;61153;Écouché-les-Vallées;61153;Écouché-les-Vallées;;;ECOUCHE LES VALLEES;BATILLY;;;;ECOUCHE LES VALLEES;BATILLY;
FÉVRIER 2016;61167;Ferté-en-Ouche (La);61047;Bocquencé;;;LA FERTE EN OUCHE;BOCQUENCE;;;;BOCQUENCE;;
FÉVRIER 2016;61167;Ferté-en-Ouche (La);61136;Couvains;;;LA FERTE EN OUCHE;COUVAINS;;;;COUVAINS;;
DÉCEMBRE 2016;61196;Belforêt-en-Perche;61154;Eperrais;;;BELFORET EN PERCHE;EPERRAIS;;;;EPERRAIS;;
FÉVRIER 2016;61211;Juvigny Val d'Andaine;61025;Baroche-sous-Lucé (La);;;JUVIGNY VAL D ANDAINE;LA BAROCHE SOUS LUCE;;;;LA BAROCHE SOUS LUCE;;
FÉVRIER 2016;61211;Juvigny Val d'Andaine;61235;Loré;;;JUVIGNY VAL D ANDAINE;LORE;;;;LORE;;
DÉCEMBRE 2018;61228;Orée-d’Écouves (L');61383;Saint-Didier-sous-Écouves;;;L OREE D ECOUVES;ST DIDIER SOUS ECOUVES;;;;ST DIDIER SOUS ECOUVES;;
FÉVRIER 2016;61230;Longny les Villages;61280;Monceaux-au-Perche;;;LONGNY LES VILLAGES;MONCEAUX AU PERCHE;;;;MONCEAUX AU PERCHE;;
FÉVRIER 2016;61230;Longny les Villages;61296;Moulicent;;;LONGNY LES VILLAGES;MOULICENT;;;;MOULICENT;;
DÉCEMBRE 2018;61294;Mortrée;61403;Saint-Hilaire-la-Gérard;;;MORTREE;ST HILAIRE LA GERARD;;;;ST HILAIRE LA GERARD;;
DÉCEMBRE 2016;61339;Putanges-le-Lac;61378;Sainte-Croix-sur-Orne;;;PUTANGES LE LAC;STE CROIX SUR ORNE;;;;STE CROIX SUR ORNE;;
FÉVRIER 2016;61345;Rémalard en Perche;61147;Dorceau;;;REMALARD EN PERCHE;DORCEAU;;;;DORCEAU;;
FÉVRIER 2016;61345;Rémalard en Perche;61345;Rémalard;;;REMALARD EN PERCHE;REMALARD;;;;REMALARD;;
DÉCEMBRE 2017;61429;Charencey;61299;Moussonvilliers;;;CHARENCEY;MOUSSONVILLIERS;;;;MOUSSON VILLIERS;;
DÉCEMBRE 2017;61429;Charencey;61311;Normandel;;;CHARENCEY;NORMANDEL;;;;NORMANDEL;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61009;Aubry-en-Exmes;;;GOUFFERN EN AUGE;AUBRY EN EXMES;;;;AUBRY EN EXMES;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61057;Bourg-Saint-Léonard (Le);;;GOUFFERN EN AUGE;LE BOURG ST LEONARD;;;;LE BOURG ST LEONARD;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61315;Omméel;;;GOUFFERN EN AUGE;OMMEEL;;;;OMMEEL;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61449;Saint-Pierre-la-Rivière;;;GOUFFERN EN AUGE;ST PIERRE LA RIVIERE;;;;ST PIERRE LA RIVIERE;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61477;Survie;;;GOUFFERN EN AUGE;SURVIE;;;;SURVIE;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61504;Villebadin;;;GOUFFERN EN AUGE;VILLEBADIN;;;;VILLEBADIN;;
FÉVRIER 2016;61483;Bagnoles de l'Orne Normandie;61483;Bagnoles-de-l'Orne;;;BAGNOLES DE L ORNE NORMANDIE;BAGNOLES DE L ORNE;;;;BAGNOLES DE L ORNE;;
DÉCEMBRE 2016;61484;Val-au-Perche;61204;Hermitière (L');;;VAL AU PERCHE;L HERMITIERE;;;;L HERMITIERE;;
DÉCEMBRE 2016;61484;Val-au-Perche;61356;Rouge (La);;;VAL AU PERCHE;LA ROUGE;;;;LA ROUGE;;
DÉCEMBRE 2016;61484;Val-au-Perche;61484;Theil (Le);;;VAL AU PERCHE;LE THEIL SUR HUISNE;;;;LE THEIL;;
DÉCEMBRE 2016;64225;Ance Féas;64020;Ance;;;ANCE FEAS;ANCE;;;;ANCE;;
JUILLET 2019;65092;Beyrède-Jumet-Camous;65122;Camous;;;BEYREDE JUMET CAMOUS;CAMOUS;;;;CAMOUS;;
DÉCEMBRE 2016;65399;Saligos;65399;Saligos;;;SALIGOS;;;;;SALIGOS;;
DÉCEMBRE 2016;67004;Sommerau;67004;Allenwiller;;;SOMMERAU;ALLENWILLER;;;;ALLENWILLER;;
DÉCEMBRE 2016;67004;Sommerau;67041;Birkenwald;;;SOMMERAU;BIRKENWALD;;;;BIRKENWALD;;
DÉCEMBRE 2016;67004;Sommerau;67469;Singrist;;;SOMMERAU;SINGRIST;;;;SINGRIST;;
DÉCEMBRE 2016;67202;Hochfelden;67202;Hochfelden;;;HOCHFELDEN;;;;;HOCHFELDEN;;
FÉVRIER 2016;67372;Val de Moder *;67496;Uberach;;;VAL DE MODER;UBERACH;;;;UBERACH;;
JUILLET 2019;67372;Val-de-Moder;67372;Val-de-Moder;;;VAL DE MODER;LA WALCK;;;;VAL DE MODER;LA WALCK;
FÉVRIER 2016;67495;Truchtersheim;67495;Truchtersheim;;;TRUCHTERSHEIM;BEHLENHEIM;;;;TRUCHTERSHEIM;BEHLENHEIM;
SEPTEMBRE 2016;68006;Bernwiller;68006;Ammerzwiller;;;BERNWILLER;AMMERTZWILLER;;;;AMMERTZWILLER;;
SEPTEMBRE 2016;68006;Bernwiller *;68031;Bernwiller;;;BERNWILLER;BERNWILLER;;;;BERNWILLER;;
DÉCEMBRE 2016;68143;Porte du Ried;68143;Holtzwihr;;;PORTE DU RIED;HOLTZWIHR;;;;HOLTZWIHR;;
DÉCEMBRE 2016;68143;Porte du Ried;68272;Riedwihr;;;PORTE DU RIED;RIEDWIHR;;;;RIEDWIHR;;
FÉVRIER 2016;68320;Spechbach;68319;Spechbach-le-Bas;;;SPECHBACH;SPECHBACH LE BAS;;;;SPECHBACH LE BAS;;
DÉCEMBRE 2018;69019;Belleville-en-Beaujolais;69019;Belleville;;;BELLEVILLE EN BEAUJOLAIS;BELLEVILLE;;;;BELLEVILLE;;
DÉCEMBRE 2016;69024;Val d'Oingt;69024;Bois-d’Oingt (Le);;;VAL D OINGT;LE BOIS D OINGT;;;;LE BOIS D OINGT;;
DÉCEMBRE 2016;69024;Val d'Oingt;69222;Saint-Laurent-d’Oingt;;;VAL D OINGT;ST LAURENT D OINGT;;;;ST LAURENT D OINGT;;
DÉCEMBRE 2018;69135;Deux-Grosnes;69135;Monsols;;;DEUX GROSNES;MONSOLS;;;;MONSOLS;;
JUILLET 2019;69157;Vindry-sur-Turdine;69223;Saint-Loup;;;VINDRY SUR TURDINE;ST LOUP;;;;ST LOUP;;
OCTOBRE 2018;69179;Beauvallon;69179;Saint-Andéol-le-Château;;;BEAUVALLON;ST ANDEOL LE CHÂTEAU;;;;ST ANDEOL LE CHÂTEAU;;
DÉCEMBRE 2016;69228;Chabanière;69228;Saint-Maurice-sur-Dargoire;;;CHABANIERE;ST MAURICE SUR DARGOIRE;;;;ST MAURICE SUR DARGOIRE;;
DÉCEMBRE 2018;70245;Fougerolles-Saint-Valbert;70475;Saint-Valbert;;;FOUGEROLLES ST VALBERT;ST VALBERT;;;;ST VALBERT;;
DÉCEMBRE 2018;70285;Héricourt;70285;Héricourt;;;HERICOURT;;;;;HERICOURT;;
JANVIER 2016;70418;Romaine (La);70418;Pont-de-Planches (Le);;;LA ROMAINE;LE PONT DE PLANCHES;;;;LE PONT DE PLANCHES;;
JUILLET 2019;70491;Seveux-Motey;70491;Seveux;;;SEVEUX MOTEY;SEVEUX;;;;SEVEUX;;
DÉCEMBRE 2018;72128;Val d’Étangson;72304;Sainte-Osmane;;;VAL D ETANGSON;STE OSMANE;;;;STE OSMANE;;
JUILLET 2019;72138;Fresnay-sur-Sarthe;72097;Coulombiers;;;FRESNAY SUR SARTHE;COULOMBIERS;;;;COULOMBIERS;;
DÉCEMBRE 2018;72189;Marolles-les-Braults;72189;Marolles-les-Braults;;;MAROLLES LES BRAULTS;;;;;MAROLLES LES BRAULTS;;
OCTOBRE 2017;72262;Loir en Vallée;72159;Lavenay;;;LOIR EN VALLEE;PONT DE BRAYE;;;;LAVENAY;PONT DE BRAYE;
OCTOBRE 2017;72262;Loir en Vallée;72240;Poncé-sur-le-Loir;;;LOIR EN VALLEE;PONCE SUR LE LOIR;;;;PONCE SUR LE LOIR;;
OCTOBRE 2017;72262;Loir en Vallée;72262;Ruillé-sur-Loir;;;LOIR EN VALLEE;RUILLE SUR LOIR;;;;RUILLE SUR LOIR;;
OCTOBRE 2017;72308;Saint-Paterne - Le Chevain;72082;Chevain (Le);;;ST PARTERNE LE CHEVAIN;LE CHEVAIN;;;;LE CHEVAIN;;
DÉCEMBRE 2018;73003;Grand-Aigueblanche;73045;Bois (Le);;;GRAND AIGUEBLANCHE;LE BOIS;;;;LE BOIS;;
FÉVRIER 2016;73006;Aime-la-Plagne;73006;Aime;;;AIME LA PLAGNE;TESSENS;;;;AIME;TESSENS;
FÉVRIER 2016;73006;Aime-la-Plagne;73006;Aime;;;AIME LA PLAGNE;VILLETTE;;;;AIME;VILLETTE;
FÉVRIER 2016;73006;Aime-la-Plagne;73126;Granier;;;AIME LA PLAGNE;GRANIER;;;;GRANIER;;
FÉVRIER 2016;73006;Aime-la-Plagne;73169;Montgirod;;;AIME LA PLAGNE;MONTGIROD;;;;MONTGIROD;;
DÉCEMBRE 2016;73010;Entrelacs;73010;Albens;;;ENTRELACS;ANSIGNY;;;;ALBENS;ANSIGNY;
DÉCEMBRE 2016;73010;Entrelacs;73062;Cessens;;;ENTRELACS;CESSENS;;;;CESSENS;;
DÉCEMBRE 2016;73010;Entrelacs;73108;Épersy;;;ENTRELACS;EPERSY;;;;EPERSY;;
DÉCEMBRE 2018;73135;Tour-en-Maurienne (La);73080;Châtel (Le);;;LA TOUR EN MAURIENNE;LE CHATEL;;;;LE CHATEL;;
DÉCEMBRE 2018;73135;Tour-en-Maurienne (La);73135;Hermillon;;;LA TOUR EN MAURIENNE;HERMILLON;;;;HERMILLON;;
DÉCEMBRE 2016;73150;Plagne Tarentaise (La);73093;Côte-d'Aime (La);;;LA PLAGNE TARENTAISE;LA COTE D AIME;;;;LA COTE D AIME;;
OCTOBRE 2017;73227;Courchevel *;73227;Saint-Bon-Tarentaise;;;;;;;;ST BON TARENTAISE;COURCHEVEL;
OCTOBRE 2017;73227;Courchevel;73227;Saint-Bon-Tarentaise;;;COURCHEVEL;ST BON TARENTAISE;;;;ST BON TARENTAISE;;
OCTOBRE 2017;73235;Saint-François-Longchamp;73167;Montgellafrey;;;ST FRANCOIS LONGCHAMP;MONTGELLAFREY;;;;MONTGELLAFREY;;
DÉCEMBRE 2018;73257;Belleville (Les);73257;Belleville (Les);;;LES  BELLEVILLE;LES MENUIRES;;;;LES  BELLEVILLE;LES MENUIRES;
DÉCEMBRE 2016;74010;Annecy;74182;Meythet;;;ANNECY;MEYTHET;;;;MEYTHET;;
